2019-09-16 at 9:59,,,,,,
System_Date_(Y-M-D),System_Time_(h:m:s),CO₂_(µmol_mol⁻¹),H₂O_(mmol_mol⁻¹),CO₂_Absorption,H₂O_Absorption,Flow_Rate_(L_min⁻¹)
16-09-2019,11:47:35,4.71E+02,2.58E+01,8.88E-02,1.28E-01,7.36E-01
16-09-2019,11:47:36,4.70E+02,2.57E+01,8.85E-02,1.28E-01,7.72E-01
16-09-2019,11:47:37,4.63E+02,2.58E+01,8.78E-02,1.28E-01,7.96E-01
16-09-2019,11:47:38,4.73E+02,2.57E+01,8.95E-02,1.28E-01,8.05E-01
16-09-2019,11:47:39,4.72E+02,2.58E+01,8.90E-02,1.28E-01,7.75E-01
16-09-2019,11:47:40,4.77E+02,2.57E+01,8.99E-02,1.28E-01,8.09E-01
16-09-2019,11:47:41,4.76E+02,2.57E+01,8.92E-02,1.28E-01,7.86E-01
16-09-2019,11:47:42,4.70E+02,2.57E+01,8.89E-02,1.28E-01,7.55E-01
16-09-2019,11:47:43,4.68E+02,2.57E+01,8.83E-02,1.28E-01,7.62E-01
16-09-2019,11:47:44,4.63E+02,2.58E+01,8.77E-02,1.28E-01,7.63E-01
16-09-2019,11:47:45,4.65E+02,2.58E+01,8.84E-02,1.28E-01,7.64E-01
16-09-2019,11:47:46,4.69E+02,2.58E+01,8.86E-02,1.28E-01,7.45E-01
16-09-2019,11:47:47,4.71E+02,2.58E+01,8.88E-02,1.28E-01,7.47E-01
16-09-2019,11:47:48,4.65E+02,2.58E+01,8.80E-02,1.28E-01,7.36E-01
16-09-2019,11:47:49,4.73E+02,2.58E+01,8.96E-02,1.28E-01,7.37E-01
16-09-2019,11:47:50,4.87E+02,2.58E+01,9.16E-02,1.28E-01,7.37E-01
16-09-2019,11:47:51,4.88E+02,2.58E+01,9.06E-02,1.28E-01,7.43E-01
16-09-2019,11:47:52,4.84E+02,2.58E+01,9.07E-02,1.28E-01,7.35E-01
16-09-2019,11:47:53,4.95E+02,2.58E+01,9.36E-02,1.28E-01,7.37E-01
16-09-2019,11:47:54,5.06E+02,2.58E+01,9.21E-02,1.28E-01,7.70E-01
16-09-2019,11:47:55,4.85E+02,2.57E+01,9.08E-02,1.28E-01,7.84E-01
16-09-2019,11:47:56,4.91E+02,2.58E+01,9.19E-02,1.28E-01,7.63E-01
16-09-2019,11:47:57,5.03E+02,2.58E+01,9.38E-02,1.28E-01,7.54E-01
16-09-2019,11:47:58,5.15E+02,2.58E+01,9.43E-02,1.28E-01,7.84E-01
16-09-2019,11:47:59,5.06E+02,2.58E+01,9.36E-02,1.28E-01,7.65E-01
16-09-2019,11:48:00,5.01E+02,2.58E+01,9.36E-02,1.28E-01,7.54E-01
16-09-2019,11:48:01,5.24E+02,2.58E+01,9.56E-02,1.28E-01,7.55E-01
16-09-2019,11:48:02,5.13E+02,2.58E+01,9.44E-02,1.28E-01,7.67E-01
16-09-2019,11:48:03,4.92E+02,2.57E+01,9.01E-02,1.28E-01,7.72E-01
16-09-2019,11:48:04,4.60E+02,2.57E+01,8.76E-02,1.27E-01,7.49E-01
16-09-2019,11:48:05,4.53E+02,2.56E+01,8.52E-02,1.27E-01,7.49E-01
16-09-2019,11:48:06,4.28E+02,2.53E+01,8.27E-02,1.26E-01,7.73E-01
16-09-2019,11:48:07,4.33E+02,2.54E+01,8.43E-02,1.27E-01,7.80E-01
16-09-2019,11:48:08,4.43E+02,2.55E+01,8.51E-02,1.27E-01,7.78E-01
16-09-2019,11:48:09,4.41E+02,2.55E+01,8.48E-02,1.27E-01,7.72E-01
16-09-2019,11:48:10,4.41E+02,2.55E+01,8.46E-02,1.27E-01,7.77E-01
16-09-2019,11:48:11,4.34E+02,2.55E+01,8.38E-02,1.27E-01,7.70E-01
16-09-2019,11:48:12,4.45E+02,2.55E+01,8.62E-02,1.27E-01,7.77E-01
16-09-2019,11:48:13,4.53E+02,2.55E+01,8.60E-02,1.27E-01,7.63E-01
16-09-2019,11:48:14,4.43E+02,2.55E+01,8.51E-02,1.27E-01,7.63E-01
16-09-2019,11:48:15,4.40E+02,2.55E+01,8.44E-02,1.27E-01,7.59E-01
16-09-2019,11:48:16,4.40E+02,2.56E+01,8.49E-02,1.27E-01,7.58E-01
16-09-2019,11:48:17,4.53E+02,2.56E+01,8.71E-02,1.27E-01,7.62E-01
16-09-2019,11:48:18,4.52E+02,2.56E+01,8.57E-02,1.27E-01,7.55E-01
16-09-2019,11:48:19,4.40E+02,2.56E+01,8.46E-02,1.27E-01,7.69E-01
16-09-2019,11:48:20,4.44E+02,2.56E+01,8.54E-02,1.27E-01,7.90E-01
16-09-2019,11:48:21,4.43E+02,2.56E+01,8.51E-02,1.27E-01,7.62E-01
16-09-2019,11:48:22,4.48E+02,2.56E+01,8.59E-02,1.27E-01,7.67E-01
16-09-2019,11:48:23,4.53E+02,2.56E+01,8.72E-02,1.27E-01,7.81E-01
16-09-2019,11:48:24,4.73E+02,2.56E+01,8.96E-02,1.27E-01,7.57E-01
16-09-2019,11:48:25,4.71E+02,2.56E+01,8.82E-02,1.27E-01,7.68E-01
16-09-2019,11:48:26,4.58E+02,2.56E+01,8.69E-02,1.27E-01,7.52E-01
16-09-2019,11:48:27,4.58E+02,2.56E+01,8.75E-02,1.27E-01,7.55E-01
16-09-2019,11:48:28,4.55E+02,2.56E+01,8.61E-02,1.27E-01,7.86E-01
16-09-2019,11:48:29,4.48E+02,2.55E+01,8.59E-02,1.27E-01,7.61E-01
16-09-2019,11:48:30,4.49E+02,2.54E+01,8.57E-02,1.27E-01,7.75E-01
16-09-2019,11:48:31,4.39E+02,2.54E+01,8.44E-02,1.27E-01,7.70E-01
16-09-2019,11:48:32,4.35E+02,2.54E+01,8.37E-02,1.27E-01,7.81E-01
16-09-2019,11:48:33,4.33E+02,2.54E+01,8.36E-02,1.27E-01,7.56E-01
16-09-2019,11:48:34,4.37E+02,2.54E+01,8.45E-02,1.27E-01,7.40E-01
16-09-2019,11:48:35,4.40E+02,2.55E+01,8.47E-02,1.27E-01,7.21E-01
16-09-2019,11:48:36,4.40E+02,2.56E+01,8.46E-02,1.27E-01,7.36E-01
16-09-2019,11:48:37,4.38E+02,2.56E+01,8.43E-02,1.27E-01,7.38E-01
16-09-2019,11:48:38,4.35E+02,2.55E+01,8.38E-02,1.27E-01,7.57E-01
16-09-2019,11:48:39,4.34E+02,2.55E+01,8.39E-02,1.27E-01,7.25E-01
16-09-2019,11:48:40,4.30E+02,2.54E+01,8.32E-02,1.27E-01,7.36E-01
16-09-2019,11:48:41,4.28E+02,2.54E+01,8.29E-02,1.27E-01,7.64E-01
16-09-2019,11:48:42,4.25E+02,2.53E+01,8.26E-02,1.26E-01,7.52E-01
16-09-2019,11:48:43,4.25E+02,2.53E+01,8.26E-02,1.26E-01,7.63E-01
16-09-2019,11:48:44,4.24E+02,2.53E+01,8.24E-02,1.26E-01,7.85E-01
16-09-2019,11:48:45,4.24E+02,2.53E+01,8.26E-02,1.26E-01,7.73E-01
16-09-2019,11:48:46,4.26E+02,2.53E+01,8.27E-02,1.26E-01,7.67E-01
16-09-2019,11:48:47,4.25E+02,2.53E+01,8.27E-02,1.26E-01,7.84E-01
16-09-2019,11:48:48,4.29E+02,2.54E+01,8.33E-02,1.27E-01,7.71E-01
16-09-2019,11:48:49,4.28E+02,2.54E+01,8.30E-02,1.27E-01,7.74E-01
16-09-2019,11:48:50,4.26E+02,2.54E+01,8.27E-02,1.27E-01,7.70E-01
16-09-2019,11:48:51,4.25E+02,2.54E+01,8.25E-02,1.27E-01,7.75E-01
16-09-2019,11:48:52,4.24E+02,2.54E+01,8.25E-02,1.27E-01,7.75E-01
16-09-2019,11:48:53,4.24E+02,2.54E+01,8.27E-02,1.27E-01,7.76E-01
16-09-2019,11:48:54,4.37E+02,2.54E+01,8.48E-02,1.27E-01,7.58E-01
16-09-2019,11:48:55,4.39E+02,2.55E+01,8.42E-02,1.27E-01,7.29E-01
16-09-2019,11:48:56,4.32E+02,2.54E+01,8.37E-02,1.27E-01,7.66E-01
16-09-2019,11:48:57,4.39E+02,2.54E+01,8.49E-02,1.27E-01,7.51E-01
16-09-2019,11:48:58,4.43E+02,2.53E+01,8.50E-02,1.26E-01,7.70E-01
16-09-2019,11:48:59,4.43E+02,2.53E+01,8.51E-02,1.26E-01,7.53E-01
16-09-2019,11:49:00,4.42E+02,2.53E+01,8.51E-02,1.26E-01,7.71E-01
16-09-2019,11:49:01,4.44E+02,2.53E+01,8.53E-02,1.26E-01,7.53E-01
16-09-2019,11:49:02,4.44E+02,2.53E+01,8.52E-02,1.26E-01,7.66E-01
16-09-2019,11:49:03,4.43E+02,2.52E+01,8.51E-02,1.26E-01,7.87E-01
16-09-2019,11:49:04,4.41E+02,2.52E+01,8.48E-02,1.26E-01,7.66E-01
16-09-2019,11:49:05,4.40E+02,2.52E+01,8.47E-02,1.26E-01,7.48E-01
16-09-2019,11:49:06,4.41E+02,2.52E+01,8.48E-02,1.26E-01,7.36E-01
16-09-2019,11:49:07,4.40E+02,2.52E+01,8.46E-02,1.26E-01,7.72E-01
16-09-2019,11:49:08,4.40E+02,2.51E+01,8.47E-02,1.26E-01,7.81E-01
16-09-2019,11:49:09,4.43E+02,2.52E+01,8.58E-02,1.26E-01,7.47E-01
16-09-2019,11:49:10,4.64E+02,2.51E+01,8.76E-02,1.26E-01,7.51E-01
16-09-2019,11:49:11,4.39E+02,2.51E+01,8.40E-02,1.26E-01,7.66E-01
16-09-2019,11:49:12,4.39E+02,2.51E+01,8.47E-02,1.26E-01,7.95E-01
16-09-2019,11:49:13,4.41E+02,2.51E+01,8.48E-02,1.26E-01,7.75E-01
16-09-2019,11:49:14,4.40E+02,2.51E+01,8.45E-02,1.26E-01,7.76E-01
16-09-2019,11:49:15,4.34E+02,2.51E+01,8.36E-02,1.25E-01,7.76E-01
16-09-2019,11:49:16,4.30E+02,2.51E+01,8.33E-02,1.26E-01,7.53E-01
16-09-2019,11:49:17,4.34E+02,2.51E+01,8.40E-02,1.26E-01,7.33E-01
16-09-2019,11:49:18,4.34E+02,2.51E+01,8.39E-02,1.26E-01,7.41E-01
16-09-2019,11:49:19,4.38E+02,2.51E+01,8.45E-02,1.26E-01,7.68E-01
16-09-2019,11:49:20,4.38E+02,2.51E+01,8.44E-02,1.26E-01,7.73E-01
16-09-2019,11:49:21,4.39E+02,2.51E+01,8.47E-02,1.26E-01,7.58E-01
16-09-2019,11:49:22,4.39E+02,2.50E+01,8.43E-02,1.25E-01,7.53E-01
16-09-2019,11:49:23,4.36E+02,2.51E+01,8.40E-02,1.26E-01,7.42E-01
16-09-2019,11:49:24,4.34E+02,2.50E+01,8.39E-02,1.26E-01,7.36E-01
16-09-2019,11:49:25,4.33E+02,2.50E+01,8.37E-02,1.25E-01,7.23E-01
16-09-2019,11:49:26,4.33E+02,2.50E+01,8.37E-02,1.25E-01,7.54E-01
16-09-2019,11:49:27,4.33E+02,2.50E+01,8.36E-02,1.26E-01,7.35E-01
16-09-2019,11:49:28,4.32E+02,2.50E+01,8.35E-02,1.25E-01,7.34E-01
16-09-2019,11:49:29,4.32E+02,2.50E+01,8.36E-02,1.25E-01,7.37E-01
16-09-2019,11:49:30,4.36E+02,2.50E+01,8.43E-02,1.25E-01,7.63E-01
16-09-2019,11:49:31,4.38E+02,2.51E+01,8.44E-02,1.26E-01,7.57E-01
16-09-2019,11:49:32,4.41E+02,2.50E+01,8.55E-02,1.26E-01,7.56E-01
16-09-2019,11:49:33,4.83E+02,2.52E+01,9.13E-02,1.26E-01,7.49E-01
16-09-2019,11:49:34,4.71E+02,2.51E+01,8.83E-02,1.26E-01,7.50E-01
16-09-2019,11:49:35,4.68E+02,2.52E+01,8.86E-02,1.26E-01,7.25E-01
16-09-2019,11:49:36,4.62E+02,2.51E+01,8.73E-02,1.26E-01,7.39E-01
16-09-2019,11:49:37,4.55E+02,2.51E+01,8.66E-02,1.26E-01,7.56E-01
16-09-2019,11:49:38,4.54E+02,2.51E+01,8.67E-02,1.26E-01,7.49E-01
16-09-2019,11:49:39,4.53E+02,2.52E+01,8.62E-02,1.26E-01,7.36E-01
16-09-2019,11:49:40,4.44E+02,2.51E+01,8.49E-02,1.25E-01,7.40E-01
16-09-2019,11:49:41,4.40E+02,2.50E+01,8.46E-02,1.25E-01,7.36E-01
16-09-2019,11:49:42,4.37E+02,2.49E+01,8.41E-02,1.25E-01,7.41E-01
16-09-2019,11:49:43,4.36E+02,2.49E+01,8.41E-02,1.25E-01,7.42E-01
16-09-2019,11:49:44,4.36E+02,2.49E+01,8.41E-02,1.25E-01,7.59E-01
16-09-2019,11:49:45,4.34E+02,2.51E+01,8.38E-02,1.26E-01,7.58E-01
16-09-2019,11:49:46,4.37E+02,2.52E+01,8.43E-02,1.26E-01,7.58E-01
16-09-2019,11:49:47,4.40E+02,2.52E+01,8.48E-02,1.26E-01,7.54E-01
16-09-2019,11:49:48,4.42E+02,2.52E+01,8.50E-02,1.26E-01,7.59E-01
16-09-2019,11:49:49,4.39E+02,2.54E+01,8.45E-02,1.27E-01,7.55E-01
16-09-2019,11:49:50,4.39E+02,2.54E+01,8.46E-02,1.27E-01,7.41E-01
16-09-2019,11:49:51,4.40E+02,2.54E+01,8.46E-02,1.27E-01,7.58E-01
16-09-2019,11:49:52,4.40E+02,2.55E+01,8.47E-02,1.27E-01,7.59E-01
16-09-2019,11:49:53,4.40E+02,2.55E+01,8.49E-02,1.27E-01,7.74E-01
16-09-2019,11:49:54,4.40E+02,2.55E+01,8.46E-02,1.27E-01,7.72E-01
16-09-2019,11:49:55,4.38E+02,2.55E+01,8.45E-02,1.27E-01,7.72E-01
16-09-2019,11:49:56,4.55E+02,2.55E+01,8.77E-02,1.27E-01,7.74E-01
16-09-2019,11:49:57,4.59E+02,2.54E+01,8.70E-02,1.27E-01,7.69E-01
16-09-2019,11:49:58,4.47E+02,2.53E+01,8.51E-02,1.26E-01,7.70E-01
16-09-2019,11:49:59,4.41E+02,2.52E+01,8.49E-02,1.26E-01,7.82E-01
16-09-2019,11:50:00,4.43E+02,2.52E+01,8.49E-02,1.26E-01,7.60E-01
16-09-2019,11:50:01,4.42E+02,2.52E+01,8.51E-02,1.26E-01,7.59E-01
16-09-2019,11:50:02,4.41E+02,2.51E+01,8.50E-02,1.26E-01,7.59E-01
16-09-2019,11:50:03,4.48E+02,2.52E+01,8.58E-02,1.26E-01,7.71E-01
16-09-2019,11:50:04,4.45E+02,2.52E+01,8.54E-02,1.26E-01,7.84E-01
16-09-2019,11:50:05,4.43E+02,2.52E+01,8.50E-02,1.26E-01,7.77E-01
16-09-2019,11:50:06,4.39E+02,2.52E+01,8.44E-02,1.26E-01,7.72E-01
16-09-2019,11:50:07,4.41E+02,2.52E+01,8.50E-02,1.26E-01,7.72E-01
16-09-2019,11:50:08,4.45E+02,2.52E+01,8.56E-02,1.26E-01,7.78E-01
16-09-2019,11:50:09,4.47E+02,2.52E+01,8.55E-02,1.26E-01,7.68E-01
16-09-2019,11:50:10,4.42E+02,2.52E+01,8.48E-02,1.26E-01,7.82E-01
16-09-2019,11:50:11,4.39E+02,2.52E+01,8.45E-02,1.26E-01,7.74E-01
16-09-2019,11:50:12,4.37E+02,2.51E+01,8.42E-02,1.26E-01,7.77E-01
16-09-2019,11:50:13,4.36E+02,2.51E+01,8.42E-02,1.26E-01,7.62E-01
16-09-2019,11:50:14,4.36E+02,2.51E+01,8.42E-02,1.26E-01,7.64E-01
16-09-2019,11:50:15,4.38E+02,2.51E+01,8.43E-02,1.26E-01,7.80E-01
16-09-2019,11:50:16,4.38E+02,2.51E+01,8.45E-02,1.26E-01,7.78E-01
16-09-2019,11:50:17,4.43E+02,2.51E+01,8.56E-02,1.26E-01,7.51E-01
16-09-2019,11:50:18,4.48E+02,2.51E+01,8.58E-02,1.26E-01,7.51E-01
16-09-2019,11:50:19,4.56E+02,2.51E+01,8.72E-02,1.26E-01,7.80E-01
16-09-2019,11:50:20,4.55E+02,2.52E+01,8.68E-02,1.26E-01,7.68E-01
16-09-2019,11:50:21,4.58E+02,2.52E+01,8.72E-02,1.26E-01,7.74E-01
16-09-2019,11:50:22,4.58E+02,2.52E+01,8.72E-02,1.26E-01,7.44E-01
16-09-2019,11:50:23,4.60E+02,2.52E+01,8.74E-02,1.26E-01,7.39E-01
16-09-2019,11:50:24,4.51E+02,2.53E+01,8.57E-02,1.26E-01,7.34E-01
16-09-2019,11:50:25,4.45E+02,2.53E+01,8.53E-02,1.26E-01,7.68E-01
16-09-2019,11:50:26,4.41E+02,2.53E+01,8.47E-02,1.26E-01,7.79E-01
16-09-2019,11:50:27,4.38E+02,2.53E+01,8.44E-02,1.26E-01,7.71E-01
16-09-2019,11:50:28,4.37E+02,2.53E+01,8.42E-02,1.26E-01,7.77E-01
16-09-2019,11:50:29,4.37E+02,2.53E+01,8.44E-02,1.26E-01,7.68E-01
16-09-2019,11:50:30,4.40E+02,2.53E+01,8.45E-02,1.26E-01,7.95E-01
16-09-2019,11:50:31,4.37E+02,2.54E+01,8.43E-02,1.26E-01,8.06E-01
16-09-2019,11:50:32,4.40E+02,2.54E+01,8.46E-02,1.27E-01,7.95E-01
16-09-2019,11:50:33,4.37E+02,2.54E+01,8.40E-02,1.26E-01,7.92E-01
16-09-2019,11:50:34,4.33E+02,2.53E+01,8.37E-02,1.26E-01,8.05E-01
16-09-2019,11:50:35,4.30E+02,2.54E+01,8.32E-02,1.27E-01,7.73E-01
16-09-2019,11:50:36,4.32E+02,2.54E+01,8.36E-02,1.26E-01,7.51E-01
16-09-2019,11:50:37,4.35E+02,2.54E+01,8.40E-02,1.27E-01,7.55E-01
16-09-2019,11:50:38,4.34E+02,2.54E+01,8.36E-02,1.27E-01,7.55E-01
16-09-2019,11:50:39,4.31E+02,2.54E+01,8.33E-02,1.27E-01,7.68E-01
16-09-2019,11:50:40,4.31E+02,2.54E+01,8.35E-02,1.27E-01,7.52E-01
16-09-2019,11:50:41,4.33E+02,2.54E+01,8.38E-02,1.27E-01,7.73E-01
16-09-2019,11:50:42,4.33E+02,2.54E+01,8.36E-02,1.27E-01,7.86E-01
16-09-2019,11:50:43,4.29E+02,2.54E+01,8.31E-02,1.27E-01,7.50E-01
16-09-2019,11:50:44,4.31E+02,2.54E+01,8.33E-02,1.26E-01,7.54E-01
16-09-2019,11:50:45,4.28E+02,2.53E+01,8.32E-02,1.26E-01,7.55E-01
16-09-2019,11:50:46,4.31E+02,2.54E+01,8.32E-02,1.27E-01,7.21E-01
16-09-2019,11:50:47,4.28E+02,2.53E+01,8.30E-02,1.26E-01,7.30E-01
16-09-2019,11:50:48,4.30E+02,2.52E+01,8.33E-02,1.26E-01,7.46E-01
16-09-2019,11:50:49,4.29E+02,2.52E+01,8.32E-02,1.26E-01,7.53E-01
16-09-2019,11:50:50,4.30E+02,2.53E+01,8.32E-02,1.26E-01,7.73E-01
16-09-2019,11:50:51,4.29E+02,2.53E+01,8.32E-02,1.26E-01,7.73E-01
16-09-2019,11:50:52,4.29E+02,2.53E+01,8.31E-02,1.26E-01,7.67E-01
16-09-2019,11:50:53,4.28E+02,2.52E+01,8.31E-02,1.26E-01,7.73E-01
16-09-2019,11:50:54,4.34E+02,2.53E+01,8.42E-02,1.26E-01,7.72E-01
16-09-2019,11:50:55,4.34E+02,2.52E+01,8.38E-02,1.26E-01,7.72E-01
16-09-2019,11:50:56,4.31E+02,2.52E+01,8.33E-02,1.26E-01,7.74E-01
16-09-2019,11:50:57,4.29E+02,2.51E+01,8.31E-02,1.26E-01,7.69E-01
16-09-2019,11:50:58,4.34E+02,2.51E+01,8.42E-02,1.25E-01,7.72E-01
16-09-2019,11:50:59,4.37E+02,2.50E+01,8.40E-02,1.25E-01,7.83E-01
16-09-2019,11:51:00,4.33E+02,2.51E+01,8.36E-02,1.26E-01,7.55E-01
16-09-2019,11:51:01,4.33E+02,2.51E+01,8.39E-02,1.25E-01,7.51E-01
16-09-2019,11:51:02,4.40E+02,2.51E+01,8.47E-02,1.26E-01,7.77E-01
16-09-2019,11:51:03,4.35E+02,2.51E+01,8.36E-02,1.26E-01,7.73E-01
16-09-2019,11:51:04,4.33E+02,2.51E+01,8.41E-02,1.26E-01,7.76E-01
16-09-2019,11:51:05,4.47E+02,2.51E+01,8.61E-02,1.26E-01,7.69E-01
16-09-2019,11:51:06,4.57E+02,2.51E+01,8.71E-02,1.26E-01,7.68E-01
16-09-2019,11:51:07,4.46E+02,2.51E+01,8.45E-02,1.26E-01,7.67E-01
16-09-2019,11:51:08,4.30E+02,2.51E+01,8.35E-02,1.26E-01,7.73E-01
16-09-2019,11:51:09,4.36E+02,2.51E+01,8.43E-02,1.26E-01,7.75E-01
16-09-2019,11:51:10,4.39E+02,2.51E+01,8.46E-02,1.26E-01,7.73E-01
16-09-2019,11:51:11,4.40E+02,2.51E+01,8.49E-02,1.26E-01,7.78E-01
16-09-2019,11:51:12,4.43E+02,2.51E+01,8.52E-02,1.26E-01,7.61E-01
16-09-2019,11:51:13,4.42E+02,2.51E+01,8.49E-02,1.26E-01,7.54E-01
16-09-2019,11:51:14,4.42E+02,2.51E+01,8.51E-02,1.26E-01,7.60E-01
16-09-2019,11:51:15,4.43E+02,2.51E+01,8.51E-02,1.26E-01,7.58E-01
16-09-2019,11:51:16,4.45E+02,2.51E+01,8.55E-02,1.26E-01,7.22E-01
16-09-2019,11:51:17,4.49E+02,2.50E+01,8.60E-02,1.25E-01,7.34E-01
16-09-2019,11:51:18,4.47E+02,2.50E+01,8.57E-02,1.25E-01,7.37E-01
16-09-2019,11:51:19,4.50E+02,2.50E+01,8.62E-02,1.25E-01,7.37E-01
16-09-2019,11:51:20,4.57E+02,2.50E+01,8.76E-02,1.25E-01,7.37E-01
16-09-2019,11:51:21,4.63E+02,2.50E+01,8.76E-02,1.25E-01,7.47E-01
16-09-2019,11:51:22,4.58E+02,2.50E+01,8.71E-02,1.25E-01,7.36E-01
16-09-2019,11:51:23,4.55E+02,2.50E+01,8.66E-02,1.25E-01,7.36E-01
16-09-2019,11:51:24,4.50E+02,2.50E+01,8.58E-02,1.25E-01,7.38E-01
16-09-2019,11:51:25,4.48E+02,2.50E+01,8.58E-02,1.25E-01,7.74E-01
16-09-2019,11:51:26,4.50E+02,2.49E+01,8.62E-02,1.25E-01,7.72E-01
16-09-2019,11:51:27,4.50E+02,2.49E+01,8.60E-02,1.25E-01,7.69E-01
16-09-2019,11:51:28,4.48E+02,2.49E+01,8.57E-02,1.25E-01,7.74E-01
16-09-2019,11:51:29,4.45E+02,2.49E+01,8.52E-02,1.25E-01,7.61E-01
16-09-2019,11:51:30,4.43E+02,2.49E+01,8.50E-02,1.25E-01,7.58E-01
16-09-2019,11:51:31,4.41E+02,2.49E+01,8.49E-02,1.25E-01,7.67E-01
16-09-2019,11:51:32,4.40E+02,2.49E+01,8.45E-02,1.25E-01,7.58E-01
16-09-2019,11:51:33,4.37E+02,2.48E+01,8.42E-02,1.25E-01,7.54E-01
16-09-2019,11:51:34,4.35E+02,2.48E+01,8.38E-02,1.25E-01,7.74E-01
16-09-2019,11:51:35,4.33E+02,2.48E+01,8.36E-02,1.25E-01,7.77E-01
16-09-2019,11:51:36,4.32E+02,2.49E+01,8.35E-02,1.25E-01,7.70E-01
16-09-2019,11:51:37,4.31E+02,2.48E+01,8.35E-02,1.25E-01,7.89E-01
16-09-2019,11:51:38,4.36E+02,2.50E+01,8.43E-02,1.25E-01,7.69E-01
16-09-2019,11:51:39,4.36E+02,2.51E+01,8.39E-02,1.25E-01,8.03E-01
16-09-2019,11:51:40,4.32E+02,2.51E+01,8.33E-02,1.25E-01,8.08E-01
16-09-2019,11:51:41,4.27E+02,2.50E+01,8.27E-02,1.25E-01,7.76E-01
16-09-2019,11:51:42,4.28E+02,2.50E+01,8.30E-02,1.25E-01,8.16E-01
16-09-2019,11:51:43,4.29E+02,2.50E+01,8.30E-02,1.25E-01,7.84E-01
16-09-2019,11:51:44,4.29E+02,2.50E+01,8.31E-02,1.25E-01,8.09E-01
16-09-2019,11:51:45,4.29E+02,2.50E+01,8.31E-02,1.25E-01,8.01E-01
16-09-2019,11:51:46,4.26E+02,2.50E+01,8.26E-02,1.25E-01,7.74E-01
16-09-2019,11:51:47,4.25E+02,2.50E+01,8.24E-02,1.25E-01,7.64E-01
16-09-2019,11:51:48,4.25E+02,2.49E+01,8.24E-02,1.25E-01,7.50E-01
16-09-2019,11:51:49,4.23E+02,2.49E+01,8.23E-02,1.25E-01,7.26E-01
16-09-2019,11:51:50,4.27E+02,2.48E+01,8.29E-02,1.25E-01,7.65E-01
16-09-2019,11:51:51,4.31E+02,2.48E+01,8.35E-02,1.25E-01,7.51E-01
16-09-2019,11:51:52,4.34E+02,2.48E+01,8.42E-02,1.25E-01,7.51E-01
16-09-2019,11:51:53,4.38E+02,2.48E+01,8.40E-02,1.25E-01,7.83E-01
16-09-2019,11:51:54,4.31E+02,2.48E+01,8.33E-02,1.25E-01,7.68E-01
16-09-2019,11:51:55,4.33E+02,2.48E+01,8.37E-02,1.25E-01,7.96E-01
16-09-2019,11:51:56,4.36E+02,2.49E+01,8.44E-02,1.25E-01,8.09E-01
16-09-2019,11:51:57,4.38E+02,2.48E+01,8.41E-02,1.25E-01,7.79E-01
16-09-2019,11:51:58,4.39E+02,2.48E+01,8.49E-02,1.25E-01,8.02E-01
16-09-2019,11:51:59,4.47E+02,2.48E+01,8.57E-02,1.25E-01,7.90E-01
16-09-2019,11:52:00,4.52E+02,2.48E+01,8.64E-02,1.25E-01,7.70E-01
16-09-2019,11:52:01,4.47E+02,2.48E+01,8.54E-02,1.25E-01,7.55E-01
16-09-2019,11:52:02,4.48E+02,2.48E+01,8.59E-02,1.25E-01,7.54E-01
16-09-2019,11:52:03,4.48E+02,2.48E+01,8.56E-02,1.25E-01,7.41E-01
16-09-2019,11:52:04,4.46E+02,2.48E+01,8.53E-02,1.25E-01,7.34E-01
16-09-2019,11:52:05,4.42E+02,2.48E+01,8.49E-02,1.25E-01,7.37E-01
16-09-2019,11:52:06,4.47E+02,2.48E+01,8.57E-02,1.25E-01,7.39E-01
16-09-2019,11:52:07,4.48E+02,2.49E+01,8.57E-02,1.25E-01,7.37E-01
16-09-2019,11:52:08,4.47E+02,2.49E+01,8.57E-02,1.25E-01,7.33E-01
16-09-2019,11:52:09,4.49E+02,2.49E+01,8.59E-02,1.25E-01,7.77E-01
16-09-2019,11:52:10,4.45E+02,2.49E+01,8.52E-02,1.25E-01,7.81E-01
16-09-2019,11:52:11,4.45E+02,2.50E+01,8.53E-02,1.25E-01,7.62E-01
16-09-2019,11:52:12,4.46E+02,2.50E+01,8.56E-02,1.25E-01,7.71E-01
16-09-2019,11:52:13,4.52E+02,2.51E+01,8.64E-02,1.25E-01,7.72E-01
16-09-2019,11:52:14,4.50E+02,2.51E+01,8.57E-02,1.26E-01,7.55E-01
16-09-2019,11:52:15,4.43E+02,2.51E+01,8.50E-02,1.26E-01,7.46E-01
16-09-2019,11:52:16,4.43E+02,2.51E+01,8.50E-02,1.26E-01,7.82E-01
16-09-2019,11:52:17,4.42E+02,2.52E+01,8.48E-02,1.26E-01,7.72E-01
16-09-2019,11:52:18,4.40E+02,2.52E+01,8.45E-02,1.26E-01,7.74E-01
16-09-2019,11:52:19,4.41E+02,2.52E+01,8.48E-02,1.26E-01,7.69E-01
16-09-2019,11:52:20,4.42E+02,2.52E+01,8.50E-02,1.26E-01,7.87E-01
16-09-2019,11:52:21,4.45E+02,2.52E+01,8.54E-02,1.26E-01,7.61E-01
16-09-2019,11:52:22,4.45E+02,2.53E+01,8.53E-02,1.26E-01,7.62E-01
16-09-2019,11:52:23,4.46E+02,2.53E+01,8.56E-02,1.26E-01,7.52E-01
